Bucket,start-x,start-y,goal-x,goal-y,dist,time(ms),optimal
94,325,178,236,443,418.05,875.0,379.22
96,302,362,475,86,406.73,365.0,386.59
43,333,99,333,226,197.99,183.0,173.12
66,70,355,254,192,299.15,241.0,264.99
70,331,399,185,192,299.15,219.0,282.61
105,29,212,378,144,431.22,377.0,423.56
56,383,422,387,212,239.4,181.0,225.74
54,93,144,153,261,228.12,181.0,216.12
31,228,491,318,463,139.36,146.0,127.46
16,366,394,397,367,77.9,135.0,67.56
118,489,105,218,362,501.09,439.0,472.24
56,315,237,451,398,246.36,179.0,224.36
11,327,482,363,461,44.7,132.0,44.7
107,75,437,351,151,460.74,484.0,430.2
55,387,407,212,309,231.88,183.0,223.01
72,329,196,337,455,340.32,341.0,291.31
15,41,458,96,442,61.63,73.0,61.63
46,176,288,339,320,193.61,116.0,187.85
53,260,130,141,185,235.14,220.0,215.72
69,154,438,321,285,296.89,262.0,279.87
57,237,272,368,431,237.81,169.0,228.19
46,172,287,275,193,193.75,176.0,185.07
91,180,379,120,116,388.29,928.0,367.06
11,323,330,324,285,45.41,69.0,45.41
100,163,427,449,377,420.94,298.0,400.35
86,229,288,66,106,361.72,578.0,345.86
72,342,115,137,226,305.18,271.0,289.46
77,381,209,317,474,320.02,226.0,310.56
117,207,457,471,337,491.71,329.0,470.74
8,362,426,387,418,50.66,131.0,35.63
41,185,287,273,214,177.37,121.0,167.75
66,400,242,182,352,274.69,201.0,266.49
73,367,332,502,177,299.34,243.0,292.99
81,126,97,100,348,336.2,139.0,324.83
38,309,227,170,192,166.23,156.0,155.98
68,273,257,343,476,285.15,226.0,274.91
71,206,323,42,181,292.98,314.0,285.95
13,170,352,200,393,53.43,133.0,53.43
49,198,283,245,127,200.42,228.0,197.01
62,397,445,217,339,266.15,210.0,249.46
40,396,296,355,153,176.37,95.0,163.64
78,202,313,8,257,326.88,453.0,313.85
56,400,423,482,242,226.56,106.0,224.08
32,346,170,236,210,138.37,78.0,129.15
14,467,379,425,344,56.5,131.0,56.5
119,254,502,16,216,483.08,131.0,478.98
99,193,250,391,9,417.34,753.0,397.34
1,10,403,14,399,5.66,131.0,5.66
24,503,194,492,101,97.56,142.0,97.56
20,379,438,329,376,130.81,156.0,83.88
81,129,59,159,266,337.17,186.0,324.93
70,127,503,227,371,294.82,211.0,281.79
40,95,155,7,277,175.1,141.0,160.79
76,111,91,174,237,324.0,197.0,305.86
110,15,199,373,351,457.63,307.0,441.67
98,428,414,335,111,419.06,486.0,395.16
73,267,61,474,62,305.12,230.0,292.74
41,475,269,432,401,177.55,137.0,164.72
36,466,364,364,263,159.01,148.0,147.35
70,335,104,357,325,324.08,306.0,283.79
32,276,321,395,301,137.14,140.0,129.04
26,373,327,375,226,129.08,145.0,105.97
89,161,200,141,448,374.37,639.0,358.17
47,161,278,194,134,196.01,139.0,189.95
68,329,336,98,328,315.99,302.0,275.21
70,331,165,382,423,310.38,187.0,280.3
50,425,73,308,90,212.31,163.0,203.97
110,53,467,150,134,447.09,684.0,443.33
92,329,280,503,161,380.14,369.0,370.87
73,260,422,246,193,310.05,188.0,292.1
63,329,224,408,443,282.89,258.0,252.89
76,358,218,210,417,322.97,354.0,304.18
109,246,352,459,44,460.24,255.0,437.26
118,80,177,373,400,491.9,293.0,475.01
56,319,339,225,426,237.81,257.0,226.54
79,108,202,378,159,347.35,348.0,319.74
74,27,149,52,334,304.09,159.0,297.99
85,303,98,490,357,371.04,195.0,343.09
57,282,402,481,375,240.02,174.0,231.68
31,94,150,71,246,128.34,77.0,125.41
52,340,205,154,260,247.02,226.0,210.2
25,233,164,299,238,127.1,147.0,102.51
102,270,312,352,18,433.91,809.0,409.85
1,399,235,403,236,4.41,132.0,4.41
73,351,200,167,383,311.53,274.0,292.02
125,318,178,6,349,526.04,1110.0,500.04
65,153,311,7,464,269.33,165.0,262.85
39,255,362,118,415,180.71,154.0,158.95
69,183,367,14,204,291.22,257.0,278.68
100,342,347,302,10,421.39,591.0,401.15
114,24,303,343,429,476.0,457.0,459.11
31,206,336,231,346,135.77,185.0,126.5
97,60,297,395,245,405.23,407.0,390.02
120,5,227,395,375,492.98,286.0,480.3
64,288,411,139,359,272.34,186.0,257.75
94,499,124,337,41,400.45,215.0,377.52
107,119,70,204,362,449.8,165.0,428.43
54,368,143,333,336,223.68,180.0,217.44
22,180,368,248,317,107.47,135.0,89.12
6,405,4,430,9,27.07,130.0,27.07
94,329,200,75,179,436.67,707.0,378.79
56,88,351,182,435,243.66,189.0,227.95
26,306,140,232,217,120.82,132.0,107.65
32,178,355,88,444,141.89,142.0,128.04
50,193,350,285,204,213.54,177.0,201.68
65,192,127,359,290,268.92,138.0,261.99
21,217,423,196,358,102.53,142.0,85.94
106,165,455,269,145,442.15,404.0,425.46
67,500,242,338,370,278.25,180.0,270.25
74,126,440,75,309,316.43,251.0,296.33
111,418,383,36,475,472.15,396.0,444.19
91,224,165,355,469,378.56,350.0,366.12
52,447,310,366,475,210.98,138.0,210.15
21,265,286,199,311,93.43,137.0,86.74
93,58,480,278,410,382.55,423.0,373.24
71,40,417,256,327,295.56,172.0,284.53
114,384,351,22,507,467.63,324.0,459.43
74,347,477,346,209,335.55,281.0,296.58
47,161,442,253,325,204.74,215.0,189.12
27,274,344,185,392,108.88,139.0,108.88
62,264,399,200,408,262.24,127.0,250.14
100,356,179,51,331,427.32,760.0,400.79
43,289,275,365,132,189.89,164.0,174.48
25,330,408,296,438,119.88,143.0,103.01
73,387,441,167,354,311.68,218.0,292.85
101,76,251,428,333,424.43,326.0,406.68
24,218,328,304,347,103.28,140.0,98.6
85,216,305,83,122,352.48,599.0,343.1
90,353,321,369,41,398.78,483.0,362.63
62,300,368,493,296,271.25,249.0,250.52
107,4,425,367,295,447.17,316.0,430.93
55,314,100,224,284,230.55,160.0,223.52
83,363,293,375,58,366.75,374.0,333.53
54,108,417,133,238,221.87,113.0,218.35
33,259,344,299,267,147.08,161.0,133.57
83,139,119,202,251,356.35,198.0,332.77
79,40,172,285,248,357.53,230.0,318.46
115,361,21,183,375,474.72,484.0,460.07
34,365,319,282,416,149.1,150.0,138.99
56,15,323,183,265,235.46,128.0,224.63
103,316,278,4,507,430.57,191.0,413.3
3,481,66,473,75,12.31,131.0,12.31
31,353,345,271,328,131.77,89.0,125.18
96,288,160,98,159,393.16,583.0,385.4
61,211,341,16,467,255.88,171.0,247.78
61,247,383,95,272,256.04,255.0,246.76
71,89,262,234,432,303.15,182.0,285.58
6,77,488,50,486,27.83,140.0,27.83
103,16,453,336,395,421.24,421.0,413.63
28,376,213,336,304,125.57,83.0,114.98
109,12,159,362,278,450.24,257.0,436.0
74,280,486,300,273,323.15,217.0,296.52
105,183,446,243,495,442.04,324.0,421.74
56,325,401,218,395,239.21,198.0,225.49
106,317,455,107,177,436.7,440.0,424.22
85,179,393,337,493,359.66,393.0,343.22
73,36,213,289,246,310.05,228.0,294.01
85,352,314,70,312,363.97,430.0,340.39
76,480,337,258,145,312.9,203.0,305.04
116,440,278,34,226,479.89,826.0,464.68
36,311,350,396,461,160.79,164.0,146.21
126,70,155,422,331,526.46,507.0,507.67
95,366,438,311,98,409.68,495.0,381.01
24,249,232,260,149,109.3,143.0,99.15
7,439,347,417,326,30.7,140.0,30.7
70,381,358,131,328,296.51,209.0,280.65
82,499,66,364,314,336.18,138.0,331.11
65,405,315,502,169,270.15,218.0,261.95
66,472,22,304,218,307.65,207.0,265.59
92,478,329,176,397,376.84,382.0,371.08
13,302,447,346,475,55.6,138.0,55.6
126,87,136,414,265,533.39,479.0,507.35
43,239,283,267,408,183.75,204.0,174.72
53,488,344,337,494,213.13,149.0,213.13
38,162,126,246,194,162.61,173.0,153.34
91,227,445,352,228,385.08,256.0,367.91
46,61,453,218,387,191.51,147.0,184.34
51,443,277,502,184,216.47,100.0,207.54
104,350,484,308,106,452.53,629.0,416.69
64,398,438,199,338,285.98,202.0,257.53
25,354,375,382,467,132.18,134.0,103.6
72,79,142,182,189,302.72,213.0,290.37
77,496,132,262,151,317.29,111.0,310.36
53,351,339,376,137,232.3,127.0,215.67
127,77,109,379,162,533.3,441.0,510.67
104,215,129,118,105,438.33,466.0,418.61
21,363,271,338,348,94.91,136.0,87.36
106,41,461,108,92,424.68,210.0,424.92
86,378,334,497,73,362.59,244.0,345.38
26,278,242,237,287,117.6,142.0,104.33
45,172,261,322,194,187.41,175.0,180.24
92,283,170,219,459,383.63,752.0,370.71
67,406,316,214,145,281.62,188.0,270.45
65,308,43,209,259,275.21,174.0,263.69
115,9,417,384,389,471.74,360.0,461.98
87,189,224,80,508,352.99,240.0,349.23
94,299,44,92,299,394.96,321.0,378.37
58,264,150,200,353,241.31,170.0,235.31
48,7,368,59,211,201.04,139.0,192.6
56,306,448,478,347,235.19,144.0,226.26
105,249,217,114,60,427.63,605.0,421.39
74,279,395,157,412,320.82,321.0,299.65
32,334,367,441,360,141.74,164.0,131.4
89,167,455,247,204,372.04,246.0,357.69
80,222,389,24,197,332.72,367.0,321.35
112,22,415,271,144,463.53,322.0,450.4
117,148,326,477,62,506.67,584.0,469.87
13,283,92,246,127,61.01,137.0,52.67
40,315,170,201,114,174.89,173.0,161.82
74,248,325,295,66,310.79,245.0,299.18
79,334,448,58,484,330.33,156.0,318.67
124,484,64,320,468,531.19,488.0,497.49
120,428,274,14,177,493.66,756.0,483.86
51,353,324,366,133,215.64,170.0,207.98
82,384,323,103,278,338.63,370.0,330.29
90,341,417,66,469,382.28,250.0,363.21
58,236,300,451,322,240.3,163.0,235.71
65,472,379,361,161,269.39,205.0,263.98
77,192,180,411,342,318.5,191.0,310.65
126,131,305,362,20,535.73,756.0,504.16
79,61,474,171,220,324.62,252.0,319.45
43,355,152,413,298,185.92,164.0,172.51
75,501,245,314,201,328.5,195.0,302.5
83,504,359,193,347,363.35,313.0,335.85
20,507,263,503,182,82.66,142.0,82.66
54,249,369,287,213,239.92,208.0,216.99
84,365,156,170,392,357.19,325.0,337.86
56,244,177,298,361,232.79,194.0,226.94
87,121,433,368,329,400.04,311.0,351.99
48,238,208,312,355,198.58,98.0,193.07
57,312,300,189,431,261.3,270.0,231.68
2,282,173,275,176,8.24,134.0,8.24
61,266,75,228,295,250.71,186.0,244.02
32,389,448,353,333,129.91,143.0,129.91
40,156,302,98,420,167.38,87.0,161.38
55,280,491,452,382,221.29,149.0,220.46
78,319,218,507,225,327.25,300.0,312.95
88,380,53,438,29,380.23,217.0,352.33
98,302,9,126,283,415.5,276.0,393.3
55,245,194,305,371,233.27,195.0,223.07
47,334,419,220,292,197.07,97.0,191.79
114,105,274,474,77,461.81,546.0,458.06
40,252,145,299,281,176.88,148.0,161.47
117,394,466,469,52,473.09,469.0,469.68
34,109,81,23,171,143.2,154.0,137.34
23,399,372,323,333,92.74,140.0,92.15
96,311,439,182,132,396.33,368.0,386.33
97,489,277,242,391,409.11,422.0,389.84
112,196,400,311,11,477.66,856.0,449.81
41,273,321,414,382,179.92,161.0,166.27
101,378,385,58,466,426.09,443.0,404.91
118,300,484,310,92,514.03,579.0,473.02
63,396,185,183,168,274.94,305.0,253.88
119,113,415,423,87,495.9,631.0,477.49
104,172,136,61,479,434.52,376.0,419.63
80,459,392,493,88,327.98,197.0,323.88
77,43,501,137,430,318.12,234.0,308.02
75,287,217,77,365,312.68,347.0,301.85
4,206,269,219,260,16.73,137.0,16.73
42,330,350,269,209,191.74,190.0,171.54
73,333,329,353,110,0.0,1731.0,293.02
44,282,79,334,234,198.97,205.0,179.02
91,491,114,367,352,383.48,190.0,365.52
92,403,101,402,444,409.34,329.0,369.1
41,361,355,221,301,174.02,162.0,167.34
108,119,204,349,482,450.8,536.0,432.5
86,142,396,266,106,347.5,265.0,345.5
72,449,46,352,295,308.79,200.0,290.01
51,144,245,248,155,209.14,332.0,204.21
117,379,267,66,129,483.37,981.0,470.65
26,119,202,109,260,111.15,146.0,107.64
41,386,108,376,271,174.46,87.0,167.97
105,484,80,328,401,439.33,304.0,422.16
97,137,404,476,361,412.37,399.0,388.29
18,184,458,251,439,74.87,137.0,74.87
18,331,69,267,57,83.5,135.0,75.6
56,344,300,237,138,239.69,153.0,225.21
109,7,471,154,98,449.95,119.0,437.4
72,334,239,98,328,304.42,259.0,288.04
55,378,344,185,368,265.75,220.0,223.27
48,370,305,258,248,200.5,171.0,192.74
76,297,420,113,321,326.38,270.0,304.87
127,311,457,76,160,527.9,1042.0,511.41
46,376,405,390,232,207.57,163.0,187.08
42,326,236,315,89,207.97,218.0,168.95
48,214,414,241,239,209.4,163.0,195.3
85,170,387,269,476,369.87,507.0,341.66
96,416,431,242,424,406.36,365.0,385.48
70,486,373,268,343,304.21,313.0,282.27
124,68,296,501,338,526.99,1024.0,496.75
67,112,290,325,321,284.53,258.0,270.53
89,472,356,438,37,386.04,303.0,356.28
62,428,390,208,329,259.37,160.0,250.24
5,112,116,133,119,22.24,133.0,22.24
88,377,147,184,400,387.22,375.0,355.79
67,398,429,231,382,289.16,243.0,271.79
66,74,142,91,355,283.95,203.0,267.02
39,254,204,339,95,193.92,201.0,159.68
110,74,448,118,93,446.06,553.0,441.03
40,373,279,254,183,169.94,90.0,161.11
102,369,149,47,192,434.97,644.0,411.22
125,461,351,25,485,515.69,515.0,502.27
42,117,160,101,292,175.68,162.0,171.82
101,411,400,55,478,410.05,293.0,404.05
80,100,118,179,195,341.4,142.0,321.69
92,392,314,85,347,390.59,488.0,368.39
96,22,442,157,165,396.07,352.0,386.76
98,391,357,56,341,415.98,394.0,394.5
43,429,424,289,416,179.04,171.0,175.62
102,277,398,287,36,420.05,373.0,410.88
119,480,325,65,336,504.48,686.0,477.06
45,153,394,20,399,185.92,149.0,180.07
93,176,190,134,77,385.26,394.0,374.09
43,243,139,382,225,183.45,158.0,174.62
119,468,263,134,235,492.82,479.0,476.23
123,157,348,495,91,527.44,970.0,493.67
78,163,210,201,440,333.54,504.0,315.92
100,148,332,400,94,418.42,259.0,400.84
14,214,413,165,388,59.36,136.0,59.36
124,502,244,126,229,510.26,582.0,497.92
53,389,242,206,184,224.92,134.0,213.61
93,200,329,428,72,384.24,378.0,372.53
89,54,454,291,259,373.43,384.0,358.94
58,58,445,75,358,244.29,209.0,232.29
42,108,271,6,276,189.02,182.0,169.89
14,168,194,212,161,60.25,76.0,57.67
54,278,171,407,320,230.78,178.0,218.92
34,329,198,333,108,142.91,96.0,136.23
114,129,388,471,279,482.85,729.0,458.89
104,312,282,112,146,449.77,1004.0,417.77
102,402,435,339,112,470.23,686.0,409.81
35,321,194,217,142,149.68,146.0,141.58
125,415,6,360,453,524.27,342.0,502.92
67,251,192,351,414,277.14,191.0,269.28
41,190,349,79,363,189.37,200.0,167.27
45,249,137,377,54,191.02,197.0,182.82
48,15,492,171,399,197.45,155.0,194.52
92,416,100,392,436,427.72,327.0,368.31
117,266,153,245,506,485.4,1389.0,468.92
31,212,304,306,355,139.37,160.0,126.68
54,224,273,151,423,226.98,272.0,217.23
83,481,247,329,146,360.06,204.0,332.79
114,144,427,46,126,474.29,555.0,456.96
49,345,357,249,209,200.21,172.0,199.04
109,62,220,436,302,452.13,402.0,437.65
26,369,269,300,345,124.78,136.0,105.75
96,270,306,448,9,401.58,286.0,387.13
10,343,182,353,145,43.14,133.0,41.14
45,250,365,167,264,194.31,128.0,183.28
66,16,167,159,350,284.43,197.0,264.48
19,15,159,55,221,78.57,135.0,78.57
43,224,295,91,257,186.24,200.0,173.55
45,236,218,291,60,188.54,175.0,182.44
98,150,87,20,415,412.23,193.0,393.79
30,88,444,161,503,128.33,86.0,122.67
66,137,298,174,190,279.55,114.0,266.28
95,64,140,311,225,418.23,210.0,382.68
74,167,262,383,433,305.62,142.0,299.86
11,180,361,187,404,45.9,133.0,45.9
54,110,257,101,94,224.59,178.0,217.32
52,321,329,298,495,227.99,194.0,210.92
123,115,98,155,440,508.24,382.0,492.18
84,293,128,424,411,368.96,414.0,338.43
17,280,204,251,243,80.73,86.0,69.8
104,50,269,395,302,437.71,421.0,417.26
89,195,386,267,496,368.07,452.0,358.45
98,480,24,393,62,416.69,181.0,394.73
70,192,452,73,453,292.89,129.0,281.62
127,344,47,6,254,532.37,681.0,511.34
80,391,400,120,338,334.22,264.0,322.36
57,325,75,289,271,250.51,202.0,229.14
65,263,249,428,270,281.34,195.0,262.41
72,79,330,115,426,309.95,328.0,290.23
112,355,315,86,151,475.11,1203.0,448.81
15,115,412,135,357,74.6,135.0,63.28
69,314,277,80,238,285.05,348.0,277.49
98,128,225,333,473,405.32,566.0,392.14
5,376,453,392,442,20.56,132.0,20.56
116,372,145,72,465,490.2,497.0,465.35
19,9,420,13,496,77.66,134.0,77.66
79,505,292,424,8,320.14,101.0,317.55
116,99,144,371,191,487.26,353.0,464.77
49,130,340,148,179,224.4,122.0,197.21
99,399,387,482,44,423.87,345.0,399.95
98,203,441,385,190,406.5,335.0,392.06
31,249,311,143,358,142.4,164.0,127.23
42,372,490,387,338,190.15,164.0,170.64
47,279,344,386,259,201.92,179.0,191.48
65,326,227,346,468,286.1,200.0,261.71
53,482,90,325,180,216.26,160.0,213.09
72,116,411,276,193,297.16,277.0,290.13
74,79,143,134,380,313.75,213.0,296.82
93,135,236,307,11,409.35,514.0,372.85
64,221,367,328,448,274.65,228.0,256.79
73,89,138,55,345,308.06,146.0,295.27
58,201,358,311,440,251.68,302.0,235.34
61,135,186,157,309,259.27,322.0,244.48
117,133,126,161,423,494.96,340.0,469.18
21,351,160,409,100,84.02,81.0,84.02
52,383,267,307,436,231.63,233.0,211.25
12,251,308,220,271,56.28,139.0,51.01
6,34,435,23,458,27.56,135.0,27.56
77,99,239,51,490,309.33,162.0,308.16
10,338,136,378,143,42.9,136.0,42.9
16,58,172,61,226,67.53,137.0,64.36
48,194,462,208,340,207.4,48.0,195.88
36,186,229,123,335,175.71,183.0,147.45
55,354,296,164,235,231.41,190.0,221.51
41,485,289,388,365,181.11,162.0,167.45
127,454,26,129,349,522.58,633.0,511.55
28,423,336,321,365,126.5,77.0,115.67
99,394,297,157,451,413.31,708.0,397.69
59,177,169,152,358,248.75,281.0,236.51
30,406,377,409,272,129.15,143.0,122.81
86,180,405,83,138,355.97,564.0,347.53
1,35,210,34,214,4.41,133.0,4.41
103,312,344,67,141,464.6,1116.0,414.98
102,155,170,438,30,441.98,442.0,410.91
43,288,115,215,253,194.82,191.0,174.68
40,357,155,235,238,203.71,184.0,162.48
83,284,400,312,110,355.81,426.0,333.38
105,298,17,496,119,448.86,260.0,420.62
65,215,386,28,302,279.39,316.0,261.19
91,141,299,35,172,391.03,245.0,366.93
48,270,161,367,306,203.87,177.0,195.28
95,43,452,369,429,405.01,365.0,380.42
81,24,384,219,278,332.06,121.0,325.03
87,103,86,208,272,371.62,143.0,351.07
38,280,481,408,444,159.51,146.0,154.92
46,213,345,264,181,188.54,165.0,185.95
126,507,156,142,187,511.96,290.0,504.44
37,9,266,100,270,158.92,146.0,151.41
35,215,199,258,324,149.5,88.0,142.81
95,18,443,340,295,394.13,283.0,383.3
86,149,497,284,350,362.63,227.0,344.78
108,84,347,272,502,443.15,596.0,432.95
69,97,410,280,240,284.71,178.0,278.85
29,447,295,372,208,118.07,141.0,118.07
48,56,344,206,384,209.38,97.0,193.76
47,88,438,217,303,213.12,139.0,189.02
127,342,320,120,91,523.58,1296.0,511.97
85,79,487,235,209,346.62,219.0,342.62
76,375,320,467,52,321.22,273.0,306.94
34,395,404,412,296,142.15,86.0,136.15
64,324,467,268,257,270.35,197.0,259.28
95,198,403,91,116,390.6,908.0,381.81
78,198,370,78,165,341.48,645.0,313.76
93,246,328,310,12,400.59,628.0,375.56
68,113,419,323,276,282.36,249.0,272.75
52,433,298,271,406,217.08,171.0,209.22
21,360,399,358,468,96.15,135.0,87.23
91,65,313,370,193,388.06,451.0,365.92
30,236,172,338,146,131.3,84.0,121.88
17,144,379,197,335,71.23,137.0,71.23
60,277,155,185,359,267.91,254.0,242.11
86,266,480,185,405,370.55,233.0,347.87
12,414,376,462,378,64.14,138.0,50.49
89,35,201,310,347,374.04,290.0,356.19
12,296,125,287,84,57.46,141.0,51.36
86,287,403,76,436,362.68,238.0,345.06
80,9,209,289,236,329.63,206.0,321.01
118,292,439,499,117,494.35,557.0,474.14
95,104,434,336,240,402.25,274.0,382.39
11,67,475,102,501,45.77,136.0,45.77
60,155,313,352,371,248.14,221.0,242.52
101,353,456,323,101,430.95,550.0,404.52
114,505,201,308,40,478.76,195.0,459.1
115,504,181,370,43,481.69,267.0,463.24
26,160,348,190,279,111.47,22.0,106.15
25,297,373,378,324,112.61,143.0,101.3
88,6,182,299,260,371.37,263.0,352.65
75,21,205,254,319,311.37,196.0,303.27
101,489,78,244,274,440.29,393.0,405.54
101,457,353,248,438,436.01,535.0,407.48
94,100,211,42,503,402.96,200.0,379.97
40,360,171,228,147,176.71,179.0,163.05
10,111,80,123,118,42.97,131.0,42.97
50,318,396,250,504,211.48,177.0,201.04
58,348,176,324,396,244.57,124.0,233.25
95,265,119,28,316,391.73,407.0,383.49
102,24,411,317,250,429.35,359.0,411.73
108,148,329,498,265,446.31,592.0,434.84
77,57,449,161,204,314.2,207.0,311.27
22,274,44,293,127,95.8,79.0,90.87
52,164,387,128,221,212.49,181.0,210.74
33,295,380,412,422,149.33,155.0,134.4
49,300,418,302,242,205.2,152.0,196.71
82,80,365,118,120,357.76,456.0,328.14
101,317,235,36,480,412.6,270.0,407.09
75,5,217,252,292,307.36,131.0,301.26
122,463,48,333,468,536.76,634.0,491.79
65,280,317,390,106,274.38,120.0,262.42
38,276,72,247,215,167.15,163.0,155.01
108,129,100,287,209,451.5,260.0,432.57
85,63,448,363,456,345.62,255.0,340.21
37,347,355,226,283,170.34,173.0,151.99
26,378,223,411,313,113.71,146.0,106.15
83,385,410,141,241,341.22,328.0,334.29
91,363,374,70,309,379.81,468.0,364.33
39,248,384,214,265,173.99,115.0,158.24
49,179,233,341,313,221.24,275.0,198.07
127,219,421,183,72,538.84,1363.0,511.75
55,329,369,308,159,253.99,239.0,223.67
95,406,10,377,53,401.69,242.0,381.59
103,309,379,377,56,457.78,710.0,412.08
101,147,496,128,196,420.06,226.0,406.45
110,389,342,30,189,461.81,747.0,443.09
47,232,226,156,384,200.51,171.0,189.48
45,96,305,63,173,187.84,184.0,181.15
103,472,382,442,5,417.55,182.0,412.62
24,373,394,374,304,113.77,139.0,97.87
19,164,242,205,280,83.77,144.0,78.36
93,39,471,321,270,376.97,328.0,372.87
39,407,364,265,396,172.91,151.0,159.4
